rev_hdr_distinct,pr,rev_pld_max,rev_pld_mean,pld_mean,pld_bin_inf,rev_pld_distinct,dst_port,pld_median,hdr_mean,rev_hdr_bin_40,rev_pld_var,pld_distinct,pld_max,num_pkts_in,num_pkts_out,rev_pld_bin_128,bytes_out,hdr_bin_40,src_port,hdr_distinct,id,dns_query_cnt,http_method,http_code,http_content_len,tls_key_exchange_len,tls_svr_ext_cnt,tls_svr_cs_cnt,tls_ext_cnt,tls_cnt,tls_cs_cnt,tls_svr_key_exchange_len,tls_svr_cnt,dns_answer_cnt
2,6,480,121.75,11.2,0,3,443,0,22.4,1,206.86,2,56,4,5,3,56,1,54964,2,6345860,1.0,1.0,502.0,362.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
1,17,49,49.0,33.0,0,1,53,33,8.0,0,0.0,1,33,1,1,1,33,0,63814,1,9120139,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,474,96.2,9.33,0,3,443,0,22.0,1,188.92,2,56,5,6,4,56,1,61512,2,3904878,1.0,1.0,502.0,356.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
0,17,0,0.0,469.0,0,0,51713,469,8.0,0,0.0,1,469,0,1,0,469,0,41580,1,6359315,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,576.08,88.82,0,6,443,0,21.09,1,650.96,6,341,12,11,5,977,1,53920,2,490576,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,7.0,12.0,0.0,7.0,1.0
2,6,323,64.6,171.44,1,2,46925,8,21.33,1,129.2,5,1033,10,9,8,1543,1,52575,2,2297341,1.0,1.0,200.0,8.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,60386,1,6026798,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,581,147.0,24.0,0,3,443,0,22.4,1,250.59,2,120,4,5,3,120,1,50549,2,8320364,1.0,1.0,502.0,463.0,0.0,1.0,1.0,3.0,1.0,12.0,0.0,6.0,1.0
2,6,0,0.0,41.0,0,1,443,0,22.4,0,0.0,2,205,4,5,4,205,1,55637,2,9481271,1.0,1.0,502.0,361.0,0.0,1.0,1.0,10.0,1.0,15.0,0.0,6.0,1.0
2,6,472,119.75,18.0,0,3,443,0,22.4,1,203.39,2,90,4,5,3,90,1,50208,2,1204985,1.0,1.0,502.0,354.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,478,121.25,11.2,0,3,443,0,22.4,1,205.99,2,56,4,5,3,56,1,64222,2,4029779,1.0,1.0,502.0,360.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
1,17,215,199.5,45.5,0,2,53,45,8.0,0,15.5,2,46,2,2,0,91,0,57025,1,5790844,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,2.0
0,17,0,0.0,172.0,0,0,1900,172,8.0,0,0.0,1,172,0,4,0,688,0,36746,1,4063701,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,315,73.86,108.83,0,4,80,0,22.0,1,115.26,3,366,7,6,5,653,1,58083,2,8292418,1.0,2.0,404.0,315.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,8080,0,30.67,0,0.0,1,0,3,3,3,0,3,62920,2,9997414,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,478,121.25,18.0,0,3,443,0,22.4,1,205.99,2,90,4,5,3,90,1,60264,2,3867279,1.0,1.0,502.0,360.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,157,52.2,8.8,0,3,80,0,22.4,1,66.09,2,44,5,5,4,44,1,53161,2,3229158,1.0,1.0,200.0,104.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,562,112.4,134.4,0,2,443,0,22.4,1,224.8,2,672,5,5,4,672,1,60321,2,9599892,1.0,1.0,400.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,482,122.25,18.0,0,3,443,0,22.4,1,207.72,2,90,4,5,3,90,1,59976,2,3037904,1.0,1.0,502.0,364.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,482,97.8,9.33,0,3,443,0,22.0,1,192.12,2,56,5,6,4,56,1,62999,2,3548137,1.0,1.0,502.0,364.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
1,17,202,202.0,34.0,0,1,53,34,8.0,0,0.0,1,34,1,1,0,34,0,53836,1,5122321,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,2.0
1,6,0,0.0,0.0,0,1,443,0,30.67,0,0.0,1,0,3,3,3,0,3,58178,2,8892542,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1420,687.5,31.67,0,5,443,0,21.33,0,664.3,2,190,8,6,4,190,1,59854,2,8251587,1.0,1.0,502.0,361.0,0.0,6.0,1.0,9.0,1.0,15.0,0.0,1.0,1.0
2,6,482,122.25,18.0,0,3,443,0,22.4,1,207.72,2,90,4,5,3,90,1,54476,2,3771865,1.0,1.0,502.0,364.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,125.75,0,0,1900,132,8.0,0,0.0,4,137,0,4,0,503,0,50542,1,2607274,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,449,0,30.67,0,0.0,1,0,3,3,3,0,3,57922,2,6819965,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,22.0,0,0,5355,22,8.0,0,0.0,1,22,0,2,0,44,0,59042,1,8323514,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,22.0,0,0,5355,22,8.0,0,0.0,1,22,0,2,0,44,0,57118,1,2881693,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,212,41.1,241.89,1,4,1971,0,21.33,1,80.6,5,1460,10,9,8,2177,1,55836,2,8820854,1.0,8.0,502.0,361.0,0.0,5.0,1.0,9.0,2.0,15.0,0.0,1.0,1.0
2,6,480,121.75,11.2,0,3,443,0,22.4,1,206.86,2,56,4,5,3,56,1,52851,2,3341812,1.0,1.0,502.0,362.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
2,6,484,122.75,18.0,0,3,443,0,22.4,1,208.59,2,90,4,5,3,90,1,53882,2,6722551,1.0,1.0,502.0,366.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,220,47.75,413.55,2,4,1484,8,21.09,1,83.72,6,1460,12,11,9,4549,1,58396,2,5103851,1.0,8.0,502.0,361.0,66.0,5.0,1.0,9.0,5.0,15.0,0.0,1.0,1.0
2,6,1197,299.25,16.6,0,2,8008,0,22.4,1,518.32,2,83,4,5,3,83,1,54471,2,8078059,1.0,1.0,200.0,0.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,531.77,93.64,0,6,443,37,21.09,1,643.99,5,341,13,11,6,1030,1,50019,2,2335213,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,8.0,12.0,0.0,7.0,1.0
2,6,480,121.75,11.2,0,3,443,0,22.4,1,206.86,2,56,4,5,3,56,1,53425,2,8773942,1.0,1.0,502.0,362.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
1,17,87,87.0,35.0,0,1,53,35,8.0,0,0.0,1,35,1,1,1,35,0,61895,1,2688835,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,2.0
1,17,80,65.5,37.0,0,2,53,35,8.0,0,14.5,2,39,2,2,2,74,0,55857,1,1916838,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,2.0
1,17,127,127.0,34.0,0,1,53,34,8.0,0,0.0,1,34,1,1,1,34,0,54271,1,7724096,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,3.0
0,17,0,0.0,172.0,0,0,1900,172,8.0,0,0.0,1,172,0,4,0,688,0,38031,1,9693096,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,490,124.25,30.0,0,3,443,0,22.0,2,211.19,2,90,4,6,3,180,1,54179,2,8000918,1.0,1.0,502.0,372.0,0.0,1.0,1.0,4.0,2.0,12.0,0.0,6.0,1.0
0,17,0,0.0,14.0,0,0,24929,14,8.0,0,0.0,1,14,0,20,0,280,0,64098,1,8907113,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,22.0,0,0,5355,22,8.0,0,0.0,1,22,0,2,0,44,0,65531,1,819584,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,96,96.0,34.0,0,1,53,34,8.0,0,0.0,1,34,1,1,1,34,0,56097,1,3063662,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,0.0
2,6,478,97.0,15.0,0,3,443,0,22.0,1,190.52,2,90,5,6,4,90,1,57789,2,3476757,1.0,1.0,502.0,360.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,480,121.75,11.2,0,3,443,0,22.4,1,206.86,2,56,4,5,3,56,1,56708,2,78442,1.0,1.0,502.0,362.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
2,6,478,121.25,11.2,0,3,443,0,21.6,1,205.99,2,56,4,5,3,56,1,60996,2,746774,1.0,1.0,502.0,360.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
2,6,480,97.4,15.0,0,3,443,0,22.0,1,191.32,2,90,5,6,4,90,1,55675,2,581162,1.0,1.0,502.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,480,121.75,18.0,0,3,443,0,22.4,1,206.86,2,90,4,5,3,90,1,61810,2,2256896,1.0,1.0,502.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,469.0,0,0,51713,469,8.0,0,0.0,1,469,0,1,0,469,0,39856,1,2423785,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,315,86.17,108.83,0,4,80,0,22.0,1,120.16,3,366,6,6,4,653,1,52295,2,6127510,1.0,2.0,404.0,315.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,478,121.25,18.0,0,3,443,0,22.4,1,205.99,2,90,4,5,3,90,1,61230,2,8661577,1.0,1.0,502.0,360.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,49,49.0,33.0,0,1,53,33,8.0,0,0.0,1,33,1,1,1,33,0,55017,1,3986339,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1420,149.2,144.27,1,14,443,46,20.4,0,352.82,12,1323,40,30,33,4328,1,49846,2,6449504,1.0,1.0,502.0,361.0,0.0,4.0,1.0,10.0,19.0,15.0,0.0,24.0,1.0
0,6,0,0.0,0.0,0,0,51740,0,20.0,0,0.0,1,0,0,3,0,0,0,443,1,5736519,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,172.0,0,0,1900,172,8.0,0,0.0,1,172,0,4,0,688,0,58201,1,198335,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,443,0,30.67,0,0.0,1,0,3,3,3,0,3,58962,2,1052613,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,205,92.25,36.5,0,4,53,33,8.0,0,65.24,3,42,4,4,3,146,0,62407,1,1749689,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,2.0
0,17,0,0.0,132.5,0,0,1900,132,8.0,0,0.0,2,133,0,2,0,265,0,63993,1,8825548,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,712,178.0,112.33,0,2,8080,0,22.0,1,308.31,2,674,4,6,3,674,1,57593,2,3297552,1.0,1.0,404.0,564.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,576.08,99.3,0,6,443,0,21.2,1,650.96,5,341,12,10,5,993,1,55707,2,4474351,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,7.0,12.0,0.0,7.0,1.0
1,17,228,143.5,35.0,0,2,53,27,8.0,0,84.5,2,43,2,2,1,70,0,55005,1,1114340,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,4.0
1,17,71,71.0,43.0,0,1,53,43,8.0,0,0.0,1,43,1,1,1,43,0,47208,1,8871000,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1420,122.46,277.17,2,4,443,1,21.0,0,376.8,7,1460,13,12,11,3326,1,50463,2,7377101,1.0,1.0,502.0,361.0,0.0,4.0,1.0,10.0,5.0,15.0,0.0,4.0,1.0
2,6,1460,1111.85,49.0,0,4,80,0,20.89,1,555.53,2,441,13,9,2,441,1,56907,2,7330520,1.0,1.0,206.0,13929.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,114,114.0,33.0,0,1,53,33,8.0,0,0.0,1,33,1,1,1,33,0,63969,1,4258209,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,145,145.0,36.0,0,1,53,36,8.0,0,0.0,1,36,1,1,0,36,0,58916,1,8467101,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,22.0,0,0,5355,22,8.0,0,0.0,1,22,0,2,0,44,0,49346,1,2378939,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,573.0,93.64,0,6,443,37,21.09,1,653.14,5,341,12,11,6,1030,1,55443,2,1045127,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,8.0,12.0,0.0,7.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,58838,1,9721758,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,57705,1,6749412,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,58.0,0,0,33209,58,8.0,0,0.0,1,58,0,3,0,174,0,33209,1,3000714,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1033,219.29,68.33,0,5,80,0,21.33,1,355.74,3,323,7,9,5,615,1,53761,2,2137821,1.0,1.0,200.0,8.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,16,0,2784,0,51853,1,6893849,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,25.0,0,0,5355,25,8.0,0,0.0,1,25,0,2,0,50,0,57418,1,744082,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,423.8,54.17,0,3,443,0,22.0,1,577.55,3,168,5,6,3,325,1,61155,2,9205992,1.0,1.0,502.0,361.0,66.0,4.0,1.0,9.0,5.0,11.0,0.0,1.0,1.0
2,6,1460,573.0,92.18,0,6,443,37,21.09,1,653.14,6,341,12,11,6,1014,1,49662,2,2571185,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,8.0,12.0,0.0,6.0,1.0
0,17,0,0.0,656.0,0,0,3702,656,8.0,0,0.0,1,656,0,7,0,4592,0,54196,1,6222269,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,58330,1,1078586,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,49978,0,20.0,0,0.0,1,0,0,3,0,0,0,443,1,4356151,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,306.78,1,0,49756,37,21.33,0,0.0,6,1460,0,9,0,2761,1,443,2,1030558,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1420,718.7,265.89,10,15,443,0,20.22,0,678.98,10,1460,105,54,47,14358,1,52547,2,7600663,1.0,1.0,502.0,361.0,0.0,2.0,1.0,10.0,8.0,15.0,0.0,11.0,1.0
2,6,155,51.8,8.8,0,3,80,0,22.4,1,65.46,2,44,5,5,4,44,1,57082,2,5379476,1.0,1.0,200.0,104.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1420,231.5,61.83,0,8,443,0,20.52,0,449.08,8,631,24,23,18,1422,1,51253,2,9206498,1.0,1.0,502.0,361.0,33.0,5.0,1.0,9.0,13.0,15.0,0.0,8.0,1.0
1,6,0,0.0,0.0,0,1,5054,0,40.0,0,0.0,1,0,1,1,1,0,1,39566,1,8328672,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,443,0,30.67,0,0.0,1,0,0,3,0,0,3,60150,2,2363030,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,172.0,0,0,1900,172,8.0,0,0.0,1,172,0,4,0,688,0,60095,1,8510942,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,484,122.75,18.0,0,3,443,0,21.6,1,208.59,2,90,4,5,3,90,1,49387,2,5671086,1.0,1.0,502.0,366.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,51507,0,26.0,0,0.0,1,0,0,2,0,0,1,443,2,8431696,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,482,122.25,11.2,0,3,443,0,22.4,1,207.72,2,56,4,5,3,56,1,49403,2,3653612,1.0,1.0,502.0,364.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,61076,0,20.0,0,0.0,1,0,0,3,0,0,0,449,1,4191053,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,8080,0,30.67,0,0.0,1,0,3,3,3,0,3,64291,2,7110790,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,328,222.0,31.0,0,2,53,31,8.0,0,106.0,1,31,2,2,1,62,0,32813,1,5736786,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,2.0
0,17,0,0.0,491.33,0,0,1900,482,8.0,0,0.0,3,519,0,3,0,1474,0,35462,1,1777437,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,202,139.0,38.5,0,6,53,38,8.0,0,43.05,6,43,6,6,3,231,0,58283,1,5435503,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,3.0
1,17,350,225.0,38.0,0,2,53,38,8.0,0,125.0,1,38,2,2,1,76,0,39367,1,7384647,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,118,23.83,108.83,0,3,80,0,21.33,1,43.09,3,366,6,6,6,653,1,65343,2,9020506,1.0,2.0,502.0,365.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,482,122.25,11.2,0,3,443,0,22.4,1,207.72,2,56,4,5,3,56,1,58100,2,8467804,1.0,1.0,502.0,364.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
2,6,1460,314.86,598.4,4,4,443,165,21.2,1,517.18,6,1460,7,11,5,5984,1,56036,2,2198225,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,5.0,21.0,0.0,3.0,1.0
2,6,155,51.8,8.8,0,3,80,0,22.4,1,65.46,2,44,5,5,4,44,1,54882,2,3215619,1.0,1.0,200.0,104.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,8080,0,30.67,0,0.0,1,0,0,3,0,0,3,59442,2,6527412,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,8080,0,30.67,0,0.0,1,0,0,3,0,0,3,57274,2,2758209,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,155,51.8,8.8,0,3,80,0,22.4,1,65.46,2,44,5,5,4,44,1,50396,2,5769257,1.0,1.0,200.0,104.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,4,0,696,0,49153,1,1304733,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,45,45.0,29.0,0,1,53,29,8.0,0,0.0,1,29,1,1,1,29,0,54077,1,4786281,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,480,121.75,18.0,0,3,443,0,22.4,1,206.86,2,90,4,5,3,90,1,56613,2,418387,1.0,1.0,502.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,80,0,30.67,0,0.0,1,0,3,3,3,0,3,51584,2,6320199,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,489,124.0,11.2,0,3,443,0,22.4,1,210.75,2,56,4,5,3,56,1,49485,2,6011427,1.0,1.0,502.0,371.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,6.0,1.0
2,6,247,46.1,247.44,1,4,3643,0,21.33,1,90.91,5,1460,10,9,8,2227,1,54416,2,6052406,1.0,8.0,502.0,361.0,0.0,5.0,1.0,9.0,2.0,15.0,0.0,1.0,1.0
1,17,131,126.0,34.5,0,2,53,32,8.0,0,5.0,2,37,2,2,1,69,0,50310,1,1121819,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,3.0
1,6,0,0.0,0.0,0,1,443,0,30.67,0,0.0,1,0,3,3,3,0,3,59553,2,5393940,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,480,121.75,18.0,0,3,443,0,22.4,1,206.86,2,90,4,5,3,90,1,53387,2,5500028,1.0,1.0,502.0,362.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,807.0,0,0,1716,807,8.0,0,0.0,1,807,0,1,0,807,0,45130,1,6124579,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1448,522.67,170.4,1,6,443,0,32.53,12,607.17,5,1448,12,15,6,2556,15,54612,2,9168126,1.0,1.0,502.0,361.0,66.0,4.0,1.0,9.0,5.0,11.0,0.0,3.0,1.0
2,6,247,51.22,247.44,1,4,3643,0,21.33,1,94.45,5,1460,9,9,7,2227,1,53982,2,9208516,1.0,8.0,502.0,361.0,0.0,5.0,1.0,9.0,2.0,15.0,0.0,1.0,1.0
0,17,0,0.0,22.0,0,0,5355,22,8.0,0,0.0,1,22,0,2,0,44,0,61201,1,6311349,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,172.0,0,0,1900,172,8.0,0,0.0,1,172,0,4,0,688,0,50241,1,3495732,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,6,0,0.0,0.0,0,0,59436,0,20.0,0,0.0,1,0,0,3,0,0,0,443,1,4862074,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,126,126.0,37.0,0,1,53,37,8.0,0,0.0,1,37,1,1,1,37,0,63627,1,2627276,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,3.0
0,17,0,0.0,172.0,0,0,1900,172,8.0,0,0.0,1,172,0,4,0,688,0,43062,1,5578071,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,6,0,0.0,0.0,0,1,8080,0,30.67,0,0.0,1,0,3,3,3,0,3,62986,2,6096559,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,12,0,2088,0,55226,1,7632196,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,118,23.83,108.83,0,3,80,0,21.33,1,43.09,3,366,6,6,6,653,1,64613,2,9818536,1.0,2.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
2,6,1460,573.0,93.64,0,6,443,37,21.09,1,653.14,5,341,12,11,6,1030,1,57663,2,1971236,1.0,1.0,502.0,361.0,66.0,1.0,1.0,3.0,8.0,12.0,0.0,7.0,1.0
2,6,1460,402.0,41.75,0,4,443,0,21.5,1,533.88,3,208,6,8,3,334,1,50354,2,4368832,1.0,1.0,502.0,361.0,66.0,5.0,1.0,13.0,4.0,14.0,0.0,1.0,1.0
0,6,0,0.0,276.2,1,0,58641,0,21.2,0,0.0,6,1460,0,10,0,2762,1,443,2,7665746,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
0,17,0,0.0,174.0,0,0,1900,174,8.0,0,0.0,1,174,0,12,0,2088,0,60779,1,7037466,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,1.0
1,17,202,202.0,34.0,0,1,53,34,8.0,0,0.0,1,34,1,1,0,34,0,63450,1,9983202,1.0,1.0,502.0,361.0,0.0,1.0,1.0,2.0,1.0,12.0,0.0,6.0,2.0
